Model name,XAI method,Model type,Metric name,Metric value,Image,Image class,Prediction
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.009076407447025758,15,Highway,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.8143326556310058,16,Highway,False
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.7828716718940996,17,Highway,False
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.20593417482177756,18,Highway,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.02003132219692816,19,Highway,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9826663178391755,20,Highway,False
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.12921701255095286,21,Highway,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.874918280984275,22,Highway,False
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.08092934878345659,23,Highway,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.03427669439770398,24,Highway,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.04850871025470127,25,Highway,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.932445268612355,26,Highway,False
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.04772051545745626,27,Highway,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9161124302772805,28,Highway,False
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9235633955104277,29,Highway,False
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.023514122979293006,30,Highway,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9642033292911947,31,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9845979693345726,32,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.8880367865785956,33,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.953098498750478,34,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.997897875495255,35,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9497944042086601,36,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9801214742474258,37,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9764499417506158,38,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9960037535056472,39,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9934993698261678,40,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9646641723811626,41,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.8593778787180781,42,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9984530359506607,43,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9965613302774727,44,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9918814231641591,45,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9929298530332744,46,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9946470004506409,47,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9972495711408556,48,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9936590297147632,49,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9879714492708445,50,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9741831817664206,51,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9653089703060687,52,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.988172275479883,53,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9899600055068731,54,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9830731987021863,55,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9715847964398563,56,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9969533244147897,57,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9709078250452876,58,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9905507732182741,59,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9983954476192594,60,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9745662407949567,61,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.994995295535773,62,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9516122746281326,63,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.995075692422688,64,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9878543871454895,65,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9984337068162858,66,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9835641039535403,67,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9968321933411062,68,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9757608752697706,69,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9870366239920259,70,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9955609678290784,71,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9932562760077417,72,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9973459579050541,73,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9857556181959808,74,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9289043680764735,75,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9876795150339603,76,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9912745011970401,77,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9898900529369712,78,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9977546781301498,79,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.995269326493144,80,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9890643991529942,81,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.996966537553817,82,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9960669097490609,83,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9268193081952631,84,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.961008042562753,85,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9986942820250988,86,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9675548346713185,87,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9934432529844344,88,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9909491278231144,89,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9814717061817646,90,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9707464976236224,91,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9882308058440685,92,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9901394676417112,93,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9646947830915451,94,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.7658634851395618,95,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9915214059874415,96,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9932676702737808,97,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9565192949958146,98,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9434723425656557,99,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9896863279864192,100,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9677994190715253,101,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9779157368466258,102,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9738323986530304,103,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9973449730314314,104,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9810665003024042,105,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9825408547185361,106,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9923029774799943,107,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9901954345405102,108,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9545851631555706,109,River,True
ResNet18,ScoreCAM,DCGAN_Flow,Deletion,0.9914538222365081,110,River,True
ResNet18,Ig,Baseline,Deletion,0.41263927868567407,1,Highway,False
ResNet18,Ig,Baseline,Deletion,0.472047431016108,2,Highway,True
ResNet18,Ig,Baseline,Deletion,0.5343164577789139,3,Highway,True
ResNet18,Ig,Baseline,Deletion,0.49056646693497896,4,Highway,False
ResNet18,Ig,Baseline,Deletion,0.5269500326830894,5,Highway,False
ResNet18,Ig,Baseline,Deletion,0.5069196244876366,6,Highway,True
ResNet18,Ig,Baseline,Deletion,0.4806110477074981,7,Highway,False
ResNet18,Ig,Baseline,Deletion,0.5041799494938459,8,Highway,True
ResNet18,Ig,Baseline,Deletion,0.3364027967909351,9,Highway,False
ResNet18,Ig,Baseline,Deletion,0.5047224050795194,10,Highway,True
ResNet18,Ig,Baseline,Deletion,0.5873392287176102,11,Highway,False
ResNet18,Ig,Baseline,Deletion,0.35698922668234445,12,Highway,True
ResNet18,Ig,Baseline,Deletion,0.4083507312461734,13,Highway,False
ResNet18,Ig,Baseline,Deletion,0.382302757963771,14,Highway,True
ResNet18,Ig,Baseline,Deletion,0.5175628021825105,15,Highway,False
ResNet18,Ig,Baseline,Deletion,0.5797557926271111,16,Highway,False
ResNet18,Ig,Baseline,Deletion,0.5654614763334394,17,Highway,False
ResNet18,Ig,Baseline,Deletion,0.45173469360452145,18,Highway,False
ResNet18,Ig,Baseline,Deletion,0.34007041226141155,19,Highway,True
ResNet18,Ig,Baseline,Deletion,0.5802587844373193,20,Highway,True
ResNet18,Ig,Baseline,Deletion,0.49884560401551425,21,Highway,False
ResNet18,Ig,Baseline,Deletion,0.40836594230495393,22,Highway,False
ResNet18,Ig,Baseline,Deletion,0.3882049630628899,23,Highway,True
ResNet18,Ig,Baseline,Deletion,0.48956826922949404,24,Highway,False
ResNet18,Ig,Baseline,Deletion,0.5927122732100543,25,Highway,True
ResNet18,Ig,Baseline,Deletion,0.5154245151206851,26,Highway,False
ResNet18,Ig,Baseline,Deletion,0.412635656321072,27,Highway,True
ResNet18,Ig,Baseline,Deletion,0.4965077881934121,28,Highway,False
ResNet18,Ig,Baseline,Deletion,0.5359370665391907,29,Highway,False
ResNet18,Ig,Baseline,Deletion,0.49940906115807593,30,Highway,False
ResNet18,Ig,Baseline,Deletion,0.4492716898676008,31,River,True
ResNet18,Ig,Baseline,Deletion,0.5339440298266709,32,River,True
ResNet18,Ig,Baseline,Deletion,0.48789217812009156,33,River,True
ResNet18,Ig,Baseline,Deletion,0.6583498583640903,34,River,True
ResNet18,Ig,Baseline,Deletion,0.6578376208199188,35,River,True
ResNet18,Ig,Baseline,Deletion,0.44783038820605725,36,River,True
ResNet18,Ig,Baseline,Deletion,0.5085997299756855,37,River,True
ResNet18,Ig,Baseline,Deletion,0.4276589055079967,38,River,True
ResNet18,Ig,Baseline,Deletion,0.5595718696713448,39,River,True
ResNet18,Ig,Baseline,Deletion,0.570402072975412,40,River,True
ResNet18,Ig,Baseline,Deletion,0.44585831311997026,41,River,True
ResNet18,Ig,Baseline,Deletion,0.5049261229578406,42,River,True
ResNet18,Ig,Baseline,Deletion,0.5081940796226263,43,River,True
ResNet18,Ig,Baseline,Deletion,0.47882779873907566,44,River,True
ResNet18,Ig,Baseline,Deletion,0.46781696123071015,45,River,True
ResNet18,Ig,Baseline,Deletion,0.6904849065467715,46,River,True
ResNet18,Ig,Baseline,Deletion,0.4511010581627488,47,River,True
ResNet18,Ig,Baseline,Deletion,0.6573387035168707,48,River,True
ResNet18,Ig,Baseline,Deletion,0.4736602755729109,49,River,True
ResNet18,Ig,Baseline,Deletion,0.530207967851311,50,River,True
ResNet18,Ig,Baseline,Deletion,0.3386717389221303,51,River,True
ResNet18,Ig,Baseline,Deletion,0.5846794075332582,52,River,True
ResNet18,Ig,Baseline,Deletion,0.6276107016019523,53,River,True
ResNet18,Ig,Baseline,Deletion,0.4515974149107933,54,River,True
ResNet18,Ig,Baseline,Deletion,0.5897959304274991,55,River,True
ResNet18,Ig,Baseline,Deletion,0.37411216483451426,56,River,True
ResNet18,Ig,Baseline,Deletion,0.7399025498889387,57,River,True
ResNet18,Ig,Baseline,Deletion,0.6154433977790177,58,River,True
ResNet18,Ig,Baseline,Deletion,0.586023453855887,59,River,True
ResNet18,Ig,Baseline,Deletion,0.6617675927700475,60,River,True
ResNet18,Ig,Baseline,Deletion,0.49489465774968266,61,River,True
ResNet18,Ig,Baseline,Deletion,0.4725342576857656,62,River,True
ResNet18,Ig,Baseline,Deletion,0.4648698181845248,63,River,True
ResNet18,Ig,Baseline,Deletion,0.580445036990568,64,River,True
ResNet18,Ig,Baseline,Deletion,0.5204736676532775,65,River,True
ResNet18,Ig,Baseline,Deletion,0.6087357248179615,66,River,True
ResNet18,Ig,Baseline,Deletion,0.5846732640638947,67,River,True
ResNet18,Ig,Baseline,Deletion,0.5128935780376196,68,River,True
ResNet18,Ig,Baseline,Deletion,0.6973249514121562,69,River,True
ResNet18,Ig,Baseline,Deletion,0.7148477162700146,70,River,True
ResNet18,Ig,Baseline,Deletion,0.6423072279430926,71,River,True
ResNet18,Ig,Baseline,Deletion,0.49428826570510864,72,River,True
ResNet18,Ig,Baseline,Deletion,0.6483360941056162,73,River,True
ResNet18,Ig,Baseline,Deletion,0.293350742518669,74,River,True
ResNet18,Ig,Baseline,Deletion,0.4994005006738007,75,River,True
ResNet18,Ig,Baseline,Deletion,0.33608820440713316,76,River,True
ResNet18,Ig,Baseline,Deletion,0.5953151124995202,77,River,True
ResNet18,Ig,Baseline,Deletion,0.35931072593666613,78,River,True
ResNet18,Ig,Baseline,Deletion,0.6147170569747686,79,River,True
ResNet18,Ig,Baseline,Deletion,0.5361706968396902,80,River,True
ResNet18,Ig,Baseline,Deletion,0.6324837021529675,81,River,True
ResNet18,Ig,Baseline,Deletion,0.4676350418012589,82,River,True
ResNet18,Ig,Baseline,Deletion,0.48408129380550236,83,River,True
ResNet18,Ig,Baseline,Deletion,0.3469862159108743,84,River,True
ResNet18,Ig,Baseline,Deletion,0.5633018488297239,85,River,True
ResNet18,Ig,Baseline,Deletion,0.6116352768149227,86,River,True
ResNet18,Ig,Baseline,Deletion,0.6580980939324945,87,River,True
ResNet18,Ig,Baseline,Deletion,0.4827918941155076,88,River,True
ResNet18,Ig,Baseline,Deletion,0.5289503433741629,89,River,True
ResNet18,Ig,Baseline,Deletion,0.5559916633646935,90,River,True
ResNet18,Ig,Baseline,Deletion,0.6321337432600558,91,River,True
ResNet18,Ig,Baseline,Deletion,0.48012574075255543,92,River,True
ResNet18,Ig,Baseline,Deletion,0.3636462038848549,93,River,True
ResNet18,Ig,Baseline,Deletion,0.6840050769969821,94,River,True
ResNet18,Ig,Baseline,Deletion,0.5490641740616411,95,River,True
ResNet18,Ig,Baseline,Deletion,0.6181785478256643,96,River,True
ResNet18,Ig,Baseline,Deletion,0.5727139269001782,97,River,True
ResNet18,Ig,Baseline,Deletion,0.5457564052194357,98,River,True
ResNet18,Ig,Baseline,Deletion,0.4232800760655664,99,River,True
ResNet18,Ig,Baseline,Deletion,0.5359188831644133,100,River,True
ResNet18,Ig,Baseline,Deletion,0.6006747132632881,101,River,True
ResNet18,Ig,Baseline,Deletion,0.6345188105478883,102,River,True
ResNet18,Ig,Baseline,Deletion,0.5465406074654311,103,River,True
ResNet18,Ig,Baseline,Deletion,0.47742821159772575,104,River,True
ResNet18,Ig,Baseline,Deletion,0.6064985543489456,105,River,True
ResNet18,Ig,Baseline,Deletion,0.47762138408143073,106,River,True
ResNet18,Ig,Baseline,Deletion,0.5250264692585915,107,River,True
ResNet18,Ig,Baseline,Deletion,0.6751626250334084,108,River,True
ResNet18,Ig,Baseline,Deletion,0.5319699534447864,109,River,True
ResNet18,Ig,Baseline,Deletion,0.4959222737234086,110,River,True
ResNet18,Ig,FDA,Deletion,0.8884167780211101,1,Highway,True
ResNet18,Ig,FDA,Deletion,0.8384827025779487,2,Highway,True
ResNet18,Ig,FDA,Deletion,0.8197087824132723,3,Highway,True
ResNet18,Ig,FDA,Deletion,0.837765630501508,4,Highway,True
ResNet18,Ig,FDA,Deletion,0.8861140415260707,5,Highway,True
ResNet18,Ig,FDA,Deletion,0.8674636305054264,6,Highway,True
ResNet18,Ig,FDA,Deletion,0.8715749197776859,7,Highway,True
ResNet18,Ig,FDA,Deletion,0.7940269776058813,8,Highway,True
ResNet18,Ig,FDA,Deletion,0.8200176572113378,9,Highway,True
ResNet18,Ig,FDA,Deletion,0.8401739882642687,10,Highway,True
ResNet18,Ig,FDA,Deletion,0.8834466054154291,11,Highway,True
ResNet18,Ig,FDA,Deletion,0.8535368900679714,12,Highway,True
ResNet18,Ig,FDA,Deletion,0.8381708918727782,13,Highway,True
ResNet18,Ig,FDA,Deletion,0.8593311170147899,14,Highway,True
ResNet18,Ig,FDA,Deletion,0.8725738013067712,15,Highway,True
ResNet18,Ig,FDA,Deletion,0.8168252994360046,16,Highway,True
ResNet18,Ig,FDA,Deletion,0.14845008708107343,17,Highway,False
ResNet18,Ig,FDA,Deletion,0.8067490707994693,18,Highway,True
ResNet18,Ig,FDA,Deletion,0.8501736958037327,19,Highway,True
ResNet18,Ig,FDA,Deletion,0.81349909843766,20,Highway,True
ResNet18,Ig,FDA,Deletion,0.8718140634023257,21,Highway,True
ResNet18,Ig,FDA,Deletion,0.1492646289179902,22,Highway,False
ResNet18,Ig,FDA,Deletion,0.8423556798456957,23,Highway,True
ResNet18,Ig,FDA,Deletion,0.8317040820888906,24,Highway,True
ResNet18,Ig,FDA,Deletion,0.8291611895419919,25,Highway,True
ResNet18,Ig,FDA,Deletion,0.8737170757863169,26,Highway,True
ResNet18,Ig,FDA,Deletion,0.846199235723816,27,Highway,True
ResNet18,Ig,FDA,Deletion,0.8418151510754797,28,Highway,True
ResNet18,Ig,FDA,Deletion,0.7880600667681392,29,Highway,True
ResNet18,Ig,FDA,Deletion,0.8314473270488634,30,Highway,True
ResNet18,Ig,FDA,Deletion,0.2408178123878315,31,River,True
ResNet18,Ig,FDA,Deletion,0.16812632116489112,32,River,True
ResNet18,Ig,FDA,Deletion,0.1896602965589409,33,River,True
ResNet18,Ig,FDA,Deletion,0.18037471078241651,34,River,True
ResNet18,Ig,FDA,Deletion,0.2704092292697169,35,River,True
ResNet18,Ig,FDA,Deletion,0.8070883923478505,36,River,False
ResNet18,Ig,FDA,Deletion,0.25535332814615685,37,River,True
ResNet18,Ig,FDA,Deletion,0.18653536302281282,38,River,True
ResNet18,Ig,FDA,Deletion,0.2295136327156797,39,River,True
ResNet18,Ig,FDA,Deletion,0.1824091941671213,40,River,True
ResNet18,Ig,FDA,Deletion,0.1553544429334579,41,River,True
ResNet18,Ig,FDA,Deletion,0.20679602930613328,42,River,True
ResNet18,Ig,FDA,Deletion,0.1980257229952258,43,River,True
ResNet18,Ig,FDA,Deletion,0.7980068992815177,44,River,False
ResNet18,Ig,FDA,Deletion,0.13293063715218523,45,River,True
ResNet18,Ig,FDA,Deletion,0.2096943426731741,46,River,True
ResNet18,Ig,FDA,Deletion,0.17532422228214273,47,River,True
ResNet18,Ig,FDA,Deletion,0.20575938680849504,48,River,True
ResNet18,Ig,FDA,Deletion,0.22722032445381046,49,River,True
ResNet18,Ig,FDA,Deletion,0.23599824820121285,50,River,True
ResNet18,Ig,FDA,Deletion,0.19748174427149934,51,River,True
ResNet18,Ig,FDA,Deletion,0.17388800959452055,52,River,True
ResNet18,Ig,FDA,Deletion,0.2398923917899083,53,River,True
ResNet18,Ig,FDA,Deletion,0.19151275473996066,54,River,True
ResNet18,Ig,FDA,Deletion,0.19625837202329421,55,River,True
ResNet18,Ig,FDA,Deletion,0.18508903283691325,56,River,True
ResNet18,Ig,FDA,Deletion,0.18479557536920765,57,River,True
ResNet18,Ig,FDA,Deletion,0.291274985356722,58,River,True
ResNet18,Ig,FDA,Deletion,0.16461152414558455,59,River,True
ResNet18,Ig,FDA,Deletion,0.22630339712486602,60,River,True
ResNet18,Ig,FDA,Deletion,0.8077659215828135,61,River,False
ResNet18,Ig,FDA,Deletion,0.22902628676092718,62,River,True
ResNet18,Ig,FDA,Deletion,0.18620513364203362,63,River,True
ResNet18,Ig,FDA,Deletion,0.1629702561913291,64,River,True
ResNet18,Ig,FDA,Deletion,0.22350746362644713,65,River,True
ResNet18,Ig,FDA,Deletion,0.22773186421909486,66,River,True
ResNet18,Ig,FDA,Deletion,0.23960023916879436,67,River,True
ResNet18,Ig,FDA,Deletion,0.8563008771211571,68,River,False
ResNet18,Ig,FDA,Deletion,0.1812916033959482,69,River,True
ResNet18,Ig,FDA,Deletion,0.1460052460715815,70,River,True
ResNet18,Ig,FDA,Deletion,0.21385461444879184,71,River,True
ResNet18,Ig,FDA,Deletion,0.1421650014599436,72,River,True
ResNet18,Ig,FDA,Deletion,0.21138736313423578,73,River,True
ResNet18,Ig,FDA,Deletion,0.11037497213874303,74,River,True
ResNet18,Ig,FDA,Deletion,0.8551728149955125,75,River,False
ResNet18,Ig,FDA,Deletion,0.21772823244100437,76,River,True
ResNet18,Ig,FDA,Deletion,0.24623507927753963,77,River,True
ResNet18,Ig,FDA,Deletion,0.22433591075241566,78,River,True
ResNet18,Ig,FDA,Deletion,0.2668734564213082,79,River,True
ResNet18,Ig,FDA,Deletion,0.21212257586375927,80,River,True
ResNet18,Ig,FDA,Deletion,0.2338360048670438,81,River,True
ResNet18,Ig,FDA,Deletion,0.14823790830632788,82,River,True
ResNet18,Ig,FDA,Deletion,0.26042892573741483,83,River,True
ResNet18,Ig,FDA,Deletion,0.18189221122884192,84,River,True
ResNet18,Ig,FDA,Deletion,0.14628244664345402,85,River,True
ResNet18,Ig,FDA,Deletion,0.7852682061870837,86,River,False
ResNet18,Ig,FDA,Deletion,0.275923176217475,87,River,True
ResNet18,Ig,FDA,Deletion,0.22571671570767649,88,River,True
ResNet18,Ig,FDA,Deletion,0.17790271751346154,89,River,True
ResNet18,Ig,FDA,Deletion,0.21347242471165373,90,River,True
ResNet18,Ig,FDA,Deletion,0.2768849590629543,91,River,True
ResNet18,Ig,FDA,Deletion,0.20482549459120492,92,River,True
ResNet18,Ig,FDA,Deletion,0.23620847170241177,93,River,True
ResNet18,Ig,FDA,Deletion,0.13283426279849664,94,River,True
ResNet18,Ig,FDA,Deletion,0.18832568578363862,95,River,True
ResNet18,Ig,FDA,Deletion,0.15264248250605306,96,River,True
ResNet18,Ig,FDA,Deletion,0.19633528278791346,97,River,True
ResNet18,Ig,FDA,Deletion,0.17763702708907658,98,River,True
ResNet18,Ig,FDA,Deletion,0.17780021026555914,99,River,True
ResNet18,Ig,FDA,Deletion,0.2413428710315202,100,River,True
ResNet18,Ig,FDA,Deletion,0.17711079335276736,101,River,True
ResNet18,Ig,FDA,Deletion,0.19065091740412754,102,River,True
ResNet18,Ig,FDA,Deletion,0.2055797235807404,103,River,True
ResNet18,Ig,FDA,Deletion,0.22026837544217415,104,River,True
ResNet18,Ig,FDA,Deletion,0.18531404212262714,105,River,True
ResNet18,Ig,FDA,Deletion,0.23263497996231308,106,River,True
ResNet18,Ig,FDA,Deletion,0.13255343808305042,107,River,True
ResNet18,Ig,FDA,Deletion,0.2226396020851098,108,River,True
ResNet18,Ig,FDA,Deletion,0.18301525218885217,109,River,True
ResNet18,Ig,FDA,Deletion,0.16203010830940912,110,River,True
ResNet18,Ig,Flow,Deletion,0.15397085044241976,1,Highway,True
ResNet18,Ig,Flow,Deletion,0.05657770829566289,2,Highway,True
ResNet18,Ig,Flow,Deletion,0.19287059208727442,3,Highway,True
ResNet18,Ig,Flow,Deletion,0.3335164665186312,4,Highway,True
ResNet18,Ig,Flow,Deletion,0.1671597140128398,5,Highway,True
ResNet18,Ig,Flow,Deletion,0.05114911481564377,6,Highway,True
ResNet18,Ig,Flow,Deletion,0.2813931427372154,7,Highway,True
ResNet18,Ig,Flow,Deletion,0.7484528506174684,8,Highway,False
ResNet18,Ig,Flow,Deletion,0.8984858179464936,9,Highway,False
ResNet18,Ig,Flow,Deletion,0.10102004680084065,10,Highway,True
ResNet18,Ig,Flow,Deletion,0.8709400752559304,11,Highway,False
ResNet18,Ig,Flow,Deletion,0.12170535196491983,12,Highway,True
ResNet18,Ig,Flow,Deletion,0.8424988216720521,13,Highway,False
ResNet18,Ig,Flow,Deletion,0.11665966385044158,14,Highway,True
ResNet18,Ig,Flow,Deletion,0.05867955102075939,15,Highway,True
ResNet18,Ig,Flow,Deletion,0.17600593471820503,16,Highway,True
ResNet18,Ig,Flow,Deletion,0.8569065844640136,17,Highway,False
ResNet18,Ig,Flow,Deletion,0.21027870892430656,18,Highway,True
ResNet18,Ig,Flow,Deletion,0.1908044662886823,19,Highway,True
ResNet18,Ig,Flow,Deletion,0.2406234959635185,20,Highway,True
ResNet18,Ig,Flow,Deletion,0.8769752369262278,21,Highway,False
ResNet18,Ig,Flow,Deletion,0.18369256108417176,22,Highway,True
ResNet18,Ig,Flow,Deletion,0.0937988758200845,23,Highway,True
ResNet18,Ig,Flow,Deletion,0.26058450022537727,24,Highway,True
ResNet18,Ig,Flow,Deletion,0.17149794625584036,25,Highway,True
ResNet18,Ig,Flow,Deletion,0.3020738071791129,26,Highway,True
ResNet18,Ig,Flow,Deletion,0.12361670426003002,27,Highway,True
ResNet18,Ig,Flow,Deletion,0.1529295331783942,28,Highway,True
ResNet18,Ig,Flow,Deletion,0.9168266043998301,29,Highway,False
ResNet18,Ig,Flow,Deletion,0.7297601080499589,30,Highway,False
ResNet18,Ig,Flow,Deletion,0.8159644980914891,31,River,True
ResNet18,Ig,Flow,Deletion,0.7989022266119719,32,River,True
ResNet18,Ig,Flow,Deletion,0.8788025267422199,33,River,True
ResNet18,Ig,Flow,Deletion,0.8728609946556389,34,River,True
ResNet18,Ig,Flow,Deletion,0.7270604730583727,35,River,True
ResNet18,Ig,Flow,Deletion,0.7490370976738632,36,River,True
ResNet18,Ig,Flow,Deletion,0.9188266946002841,37,River,True
ResNet18,Ig,Flow,Deletion,0.8495768383145332,38,River,True
ResNet18,Ig,Flow,Deletion,0.848168124910444,39,River,True
ResNet18,Ig,Flow,Deletion,0.9603436337783933,40,River,True
ResNet18,Ig,Flow,Deletion,0.7953708050772548,41,River,True
ResNet18,Ig,Flow,Deletion,0.9054066496901214,42,River,True
ResNet18,Ig,Flow,Deletion,0.8826490920037031,43,River,True
ResNet18,Ig,Flow,Deletion,0.8616584865376353,44,River,True
ResNet18,Ig,Flow,Deletion,0.6335316020995378,45,River,True
ResNet18,Ig,Flow,Deletion,0.8801435265922919,46,River,True
ResNet18,Ig,Flow,Deletion,0.9589942339807749,47,River,True
ResNet18,Ig,Flow,Deletion,0.944239747710526,48,River,True
ResNet18,Ig,Flow,Deletion,0.8605178268626332,49,River,True
ResNet18,Ig,Flow,Deletion,0.7384958358015865,50,River,True
ResNet18,Ig,Flow,Deletion,0.9455814626999199,51,River,True
ResNet18,Ig,Flow,Deletion,0.8245882010087371,52,River,True
ResNet18,Ig,Flow,Deletion,0.8723719529807568,53,River,True
ResNet18,Ig,Flow,Deletion,0.9081445829942822,54,River,True
ResNet18,Ig,Flow,Deletion,0.9174867826513946,55,River,True
ResNet18,Ig,Flow,Deletion,0.9311516568996012,56,River,True
ResNet18,Ig,Flow,Deletion,0.6386529665905982,57,River,True
