Model name,XAI method,Model type,Metric name,Metric value,Image,Image class,Prediction
ResNet18,Guidedbp,FDA,Insertion,0.9933874602429569,34,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9916466828199191,35,River,True
ResNet18,Guidedbp,FDA,Insertion,0.586454270145623,36,River,False
ResNet18,Guidedbp,FDA,Insertion,0.9884222694672644,37,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9884470202960074,38,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9831387533340603,39,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9999800398945808,40,River,True
ResNet18,Guidedbp,FDA,Insertion,0.8709236962713476,41,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9290917673351942,42,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9964935122989118,43,River,True
ResNet18,Guidedbp,FDA,Insertion,0.24805933053812623,44,River,False
ResNet18,Guidedbp,FDA,Insertion,0.9562300015240908,45,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9908674037947094,46,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9956443100236356,47,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9963930449448526,48,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9732218156568706,49,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9841500343754888,50,River,True
ResNet18,Guidedbp,FDA,Insertion,0.999348749872297,51,River,True
ResNet18,Guidedbp,FDA,Insertion,0.8521723691374063,52,River,True
ResNet18,Guidedbp,FDA,Insertion,0.967573790345341,53,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9862661043935077,54,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9999767700210214,55,River,True
ResNet18,Guidedbp,FDA,Insertion,0.781839036853853,56,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9849600358866155,57,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9697449319783118,58,River,True
ResNet18,Guidedbp,FDA,Insertion,0.7140880685765296,59,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9923204872757196,60,River,True
ResNet18,Guidedbp,FDA,Insertion,0.3083425365621224,61,River,False
ResNet18,Guidedbp,FDA,Insertion,0.9999585151672363,62,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9939920875476673,63,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9920214490775834,64,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9996959534473717,65,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9948838870041072,66,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9996153735555708,67,River,True
ResNet18,Guidedbp,FDA,Insertion,0.16582684117202007,68,River,False
ResNet18,Guidedbp,FDA,Insertion,0.9900355964928167,69,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9908088099618908,70,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9963518735021353,71,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9966216930188239,72,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9980986854061484,73,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9970687688328326,74,River,True
ResNet18,Guidedbp,FDA,Insertion,0.34109320578863844,75,River,False
ResNet18,Guidedbp,FDA,Insertion,0.973205083864741,76,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9968698965385556,77,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9919164986349642,78,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9932045459281653,79,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9818931879999582,80,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9998810454271734,81,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9898027784656733,82,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9956147633492947,83,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9998059291392565,84,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9999719709157944,85,River,True
ResNet18,Guidedbp,FDA,Insertion,0.14646044252731372,86,River,False
ResNet18,Guidedbp,FDA,Insertion,0.9924377286806703,87,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9450907970312983,88,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9660180279170163,89,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9885159847326577,90,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9988738694228232,91,River,True
ResNet18,Guidedbp,FDA,Insertion,0.97914290294284,92,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9997652503661811,93,River,True
ResNet18,Guidedbp,FDA,Insertion,0.995812454726547,94,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9927742821164429,95,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9965536519885063,96,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9668209969531745,97,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9885608127515297,98,River,True
ResNet18,Guidedbp,FDA,Insertion,0.47670488656149246,99,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9070819038897753,100,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9999365620315075,101,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9883542611496523,102,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9880597034461971,103,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9708158476278186,104,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9109937017783523,105,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9910923226852901,106,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9674434581665992,107,River,True
ResNet18,Guidedbp,FDA,Insertion,0.957423459787833,108,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9917490493971854,109,River,True
ResNet18,Guidedbp,FDA,Insertion,0.9998442879877985,110,River,True
ResNet18,Guidedbp,Flow,Insertion,0.3670141308102757,1,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.9413674008101225,2,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.9920525155030191,3,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.12187101195377181,4,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.08376807145941711,5,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.18010240155854262,6,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.3372367423144169,7,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.9262992064468563,8,Highway,False
ResNet18,Guidedbp,Flow,Insertion,0.9098858344368637,9,Highway,False
ResNet18,Guidedbp,Flow,Insertion,0.8514699910301715,10,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.9884971217252314,11,Highway,False
ResNet18,Guidedbp,Flow,Insertion,0.36653434054460377,12,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.9621980800293386,13,Highway,False
ResNet18,Guidedbp,Flow,Insertion,0.09656129686572967,14,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.4460468538454734,15,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.16788990521126834,16,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.9801045600324869,17,Highway,False
ResNet18,Guidedbp,Flow,Insertion,0.11318444302014541,18,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.10287525962485233,19,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.2762908850418171,20,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.9504474108107388,21,Highway,False
ResNet18,Guidedbp,Flow,Insertion,0.37830762277008034,22,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.312416866858257,23,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.3829065392856137,24,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.6202283364254981,25,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.3450838087446755,26,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.05967733451689128,27,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.04064270042181306,28,Highway,True
ResNet18,Guidedbp,Flow,Insertion,0.9946205117739737,29,Highway,False
ResNet18,Guidedbp,Flow,Insertion,0.870307338424027,30,Highway,False
ResNet18,Guidedbp,Flow,Insertion,0.9977207947522402,31,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9989599087275565,32,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9990305113606155,33,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9985122019425035,34,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9944310411810875,35,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9483617155347019,36,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9996308027766645,37,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9746576338075101,38,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9991583931259811,39,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9990525944158435,40,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9799000518396497,41,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9978303508833051,42,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9926386349834502,43,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9862932562828064,44,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9918946055695415,45,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9903079297364457,46,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9979955912567675,47,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9955570986494422,48,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9968456807546318,49,River,True
ResNet18,Guidedbp,Flow,Insertion,0.989968457724899,50,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9996216059662402,51,River,True
ResNet18,Guidedbp,Flow,Insertion,0.8509630009066314,52,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9797067437320948,53,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9933067762758583,54,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9998822342604399,55,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9915571440942585,56,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9994780328124762,57,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9996090973727405,58,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9972853697836399,59,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9738086692523211,60,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9969450980424881,61,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9996127369813621,62,River,True
ResNet18,Guidedbp,Flow,Insertion,0.977558571175905,63,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9988011056557298,64,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9992775786668062,65,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9997495040297508,66,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9987905751913786,67,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9922929137246683,68,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9998309360817075,69,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9262212873436511,70,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9860734734684229,71,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9978079292923212,72,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9982652147300541,73,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9984816387295723,74,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9785126287024468,75,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9992021950893104,76,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9974185107275844,77,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9991220640949905,78,River,True
ResNet18,Guidedbp,Flow,Insertion,0.999323224183172,79,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9754550340585411,80,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9968916424550116,81,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9916234877891839,82,River,True
ResNet18,Guidedbp,Flow,Insertion,0.979124934412539,83,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9864821676164865,84,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9991701352410018,85,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9906486566178501,86,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9945076261647046,87,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9997056871652603,88,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9982408755458891,89,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9973656260408461,90,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9706258979858831,91,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9995399788022041,92,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9994740365073085,93,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9924080284545198,94,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9878043322823942,95,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9981398647651076,96,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9972287937998772,97,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9994516782462597,98,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9981405972503126,99,River,True
ResNet18,Guidedbp,Flow,Insertion,0.8430971011985093,100,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9994876612909138,101,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9999843621626496,102,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9972589747048914,103,River,True
ResNet18,Guidedbp,Flow,Insertion,0.994794060010463,104,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9960905504412949,105,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9982935753650963,106,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9925950970500708,107,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9666368104153662,108,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9981455630622804,109,River,True
ResNet18,Guidedbp,Flow,Insertion,0.9775419072248042,110,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.9071485183667392,1,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.9772467657458037,2,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.9556760606355965,3,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.8234683194459649,4,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7142822601599619,5,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.8395714046200737,6,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.785503288032487,7,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7276270570873749,8,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7803530202654656,9,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.9610634162090719,10,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.6731688652671437,11,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.8879185874247923,12,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7143756505975034,13,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7844605431018863,14,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7706074266752694,15,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.9147887672297657,16,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7240294950315729,17,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7687799369305139,18,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7768141964043025,19,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7534547158120404,20,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.609124709484604,21,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.8526807400630787,22,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.8427951877238229,23,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.8114705092011718,24,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.9181011436739936,25,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7906875691114692,26,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7040702743761358,27,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7315654710109811,28,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7012770213477779,29,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.7768599640403409,30,Highway,True
ResNet18,Guidedbp,CCPL,Insertion,0.9294754243455827,31,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8223571865819395,32,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.4704301527235657,33,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.7725962207186967,34,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.9280076678842306,35,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.22582644796602835,36,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.4778234529076144,37,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.3947067113040248,38,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5462966659106314,39,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5994590453337878,40,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6181451580957855,41,River,False
ResNet18,Guidedbp,CCPL,Insertion,0.634093749569729,42,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.7101960720174247,43,River,False
ResNet18,Guidedbp,CCPL,Insertion,0.4395607459009625,44,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.4795586513937451,45,River,False
ResNet18,Guidedbp,CCPL,Insertion,0.9182145823724568,46,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6745273889318923,47,River,False
ResNet18,Guidedbp,CCPL,Insertion,0.8572086188942194,48,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5487357177771628,49,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.36975055909715593,50,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6511452095583081,51,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.723560115788132,52,River,False
ResNet18,Guidedbp,CCPL,Insertion,0.2452715115796309,53,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8359786504879594,54,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5290701608173549,55,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5191866585519165,56,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.7603471148759127,57,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.9801926063373685,58,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.4638882457802538,59,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5483210111269727,60,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.7808757182210684,61,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6591701314318925,62,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6296849965292495,63,River,False
ResNet18,Guidedbp,CCPL,Insertion,0.8846077744383365,64,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5604518225882202,65,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8042363272979856,66,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.7799653583206236,67,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6855581877753139,68,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.9880313877947628,69,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.3865607857587747,70,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.35036314016906545,71,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8030028687790036,72,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6042228890582919,73,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6666791629977524,74,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.4223281248123385,75,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6118843080475926,76,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.9857805483043194,77,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6560352523811162,78,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.9270756938494742,79,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.875675518065691,80,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.352951041306369,81,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.7993493191897869,82,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.4034088182961568,83,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8129508295096457,84,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6532602212391794,85,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8331425157375634,86,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.724908045027405,87,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8188382037915289,88,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.7873207991942763,89,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5275576419662684,90,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.9519950174726546,91,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8332646423950791,92,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8475227537564933,93,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5961714742588811,94,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.4950488773174584,95,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5707976876292378,96,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5571194096228282,97,River,False
ResNet18,Guidedbp,CCPL,Insertion,0.5415146732702851,98,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.7406331663951278,99,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6766394873193349,100,River,False
ResNet18,Guidedbp,CCPL,Insertion,0.4597867515440157,101,River,False
ResNet18,Guidedbp,CCPL,Insertion,0.8162940023466945,102,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8402998042292893,103,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.39461820130236447,104,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.6810126458794912,105,River,False
ResNet18,Guidedbp,CCPL,Insertion,0.6872724802233279,106,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.7456179591827095,107,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5588012104853988,108,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.8861747826449573,109,River,True
ResNet18,Guidedbp,CCPL,Insertion,0.5667233852436766,110,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9077390427701175,1,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9983803881332278,2,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9994727382436395,3,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.3388090644953081,4,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.09954453246609773,5,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8415425093844533,6,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8895505745895207,7,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9564095127861947,8,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.4850687111611478,9,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9975945400074124,10,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8602877319790423,11,Highway,False
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9259618518408388,12,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.7516161254607141,13,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.6025935636280337,14,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.84215874876827,15,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.7329207715811208,16,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.7062283575651236,17,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.7284373462898657,18,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.19893642456736416,19,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.3693067963467911,20,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.34175549223436974,21,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.7905145484255627,22,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.959673285484314,23,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.5988260607409757,24,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9201943981461227,25,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.40149609817308374,26,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.6344856230425648,27,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9144515821244568,28,Highway,False
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.43016586381418165,29,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9810289670713246,30,Highway,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9743003163021058,31,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9209771493915468,32,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9956323909573257,33,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9977367343381047,34,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9770215111784637,35,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8813896134961396,36,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9915866209194064,37,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9693534605903551,38,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9302899546455592,39,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9589271182194352,40,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8786873287754133,41,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.944934846367687,42,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9908192064613104,43,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.7486342000775039,44,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9604044875595719,45,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8947248379554367,46,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9631096320226789,47,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9894196651875973,48,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8409130913205445,49,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9215195763390511,50,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8493692325428128,51,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8900650552823208,52,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8716273196041584,53,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.7521572713158093,54,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9804262607358396,55,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.7928901930572465,56,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9841773216612637,57,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9720309930853546,58,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9893226935528219,59,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.990466421470046,60,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.8599168515065685,61,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9841899704188108,62,River,True
ResNet18,Guidedbp,DCGAN_FDA,Insertion,0.9021124166902155,63,River,True
