Model name,Augmentation method,Seed,Config,Metric name,Metric value,Mapping,Method
ResNet18,FDA,1,Config_4,Err_bl,5.555555555555555,"(0, 0, 'BB')",BB
ResNet18,FDA,1,Config_4,Err_nor,2.25752508361204,"(0, 0, 'BB')",BB
ResNet18,FDA,1,Config_4,Err_nor_hw,2.1311475409836063,"(0, 0, 'BB')",BB
ResNet18,FDA,1,Config_4,Err_nor_rv,2.3890784982935154,"(0, 0, 'BB')",BB
ResNet18,FDA,1,Config_4,Err_hw,2.08,"(0, 0, 'BB')",BB
ResNet18,FDA,1,Config_4,Err_rv,2.7199999999999998,"(0, 0, 'BB')",BB
ResNet18,FDA,2,Config_4,Err_bl_hw,33.33333333333333,"(0, 0, 'BB')",BB
ResNet18,FDA,2,Config_4,Err_bl_rv,10.256410256410255,"(0, 0, 'BB')",BB
ResNet18,FDA,2,Config_4,Err_bl,16.666666666666664,"(0, 0, 'BB')",BB
ResNet18,FDA,2,Config_4,Err_nor,3.3444816053511706,"(0, 0, 'BB')",BB
ResNet18,FDA,2,Config_4,Err_nor_hw,4.2622950819672125,"(0, 0, 'BB')",BB
ResNet18,FDA,2,Config_4,Err_nor_rv,2.3890784982935154,"(0, 0, 'BB')",BB
ResNet18,FDA,2,Config_4,Err_hw,4.96,"(0, 0, 'BB')",BB
ResNet18,FDA,2,Config_4,Err_rv,2.88,"(0, 0, 'BB')",BB
ResNet18,FDA,3,Config_4,Err_bl_hw,26.666666666666668,"(0, 0, 'BB')",BB
ResNet18,FDA,3,Config_4,Err_bl_rv,7.6923076923076925,"(0, 0, 'BB')",BB
ResNet18,FDA,3,Config_4,Err_bl,12.962962962962962,"(0, 0, 'BB')",BB
ResNet18,FDA,3,Config_4,Err_nor,2.4247491638795986,"(0, 0, 'BB')",BB
ResNet18,FDA,3,Config_4,Err_nor_hw,3.4426229508196724,"(0, 0, 'BB')",BB
ResNet18,FDA,3,Config_4,Err_nor_rv,1.3651877133105803,"(0, 0, 'BB')",BB
ResNet18,FDA,3,Config_4,Err_hw,4.0,"(0, 0, 'BB')",BB
ResNet18,FDA,3,Config_4,Err_rv,1.76,"(0, 0, 'BB')",BB
ResNet18,FDA,4,Config_4,Err_bl_hw,40.0,"(0, 0, 'BB')",BB
ResNet18,FDA,4,Config_4,Err_bl_rv,53.84615384615385,"(0, 0, 'BB')",BB
ResNet18,FDA,4,Config_4,Err_bl,50.0,"(0, 0, 'BB')",BB
