Model name,Augmentation method,Seed,Config,Metric name,Metric value,Mapping,Method
Vgg16,FDA,6,Config_3,Err_nor_hw,5.901639344262295,"(0, 0, 'BC')",BC
Vgg16,FDA,6,Config_3,Err_nor_rv,9.215017064846416,"(0, 0, 'BC')",BC
Vgg16,FDA,6,Config_3,Err_hw,5.76,"(0, 0, 'BC')",BC
Vgg16,FDA,6,Config_3,Err_rv,9.120000000000001,"(0, 0, 'BC')",BC
Vgg16,FDA,7,Config_3,Err_bl_hw,13.333333333333334,"(0, 0, 'BC')",BC
Vgg16,FDA,7,Config_3,Err_bl_rv,0.0,"(0, 0, 'BC')",BC
Vgg16,FDA,7,Config_3,Err_bl,3.7037037037037033,"(0, 0, 'BC')",BC
Vgg16,FDA,7,Config_3,Err_nor,7.441471571906355,"(0, 0, 'BC')",BC
Vgg16,FDA,7,Config_3,Err_nor_hw,7.540983606557377,"(0, 0, 'BC')",BC
Vgg16,FDA,7,Config_3,Err_nor_rv,7.337883959044368,"(0, 0, 'BC')",BC
Vgg16,FDA,7,Config_3,Err_hw,7.68,"(0, 0, 'BC')",BC
Vgg16,FDA,7,Config_3,Err_rv,6.88,"(0, 0, 'BC')",BC
Vgg16,FDA,8,Config_3,Err_bl_hw,6.666666666666667,"(0, 0, 'BC')",BC
Vgg16,FDA,8,Config_3,Err_bl_rv,0.0,"(0, 0, 'BC')",BC
Vgg16,FDA,8,Config_3,Err_bl,1.8518518518518516,"(0, 0, 'BC')",BC
Vgg16,FDA,8,Config_3,Err_nor,9.782608695652174,"(0, 0, 'BC')",BC
Vgg16,FDA,8,Config_3,Err_nor_hw,9.180327868852459,"(0, 0, 'BC')",BC
Vgg16,FDA,8,Config_3,Err_nor_rv,10.409556313993173,"(0, 0, 'BC')",BC
Vgg16,FDA,8,Config_3,Err_hw,9.120000000000001,"(0, 0, 'BC')",BC
Vgg16,FDA,8,Config_3,Err_rv,9.76,"(0, 0, 'BC')",BC
Vgg16,FDA,9,Config_3,Err_bl_hw,26.666666666666668,"(0, 0, 'BC')",BC
Vgg16,FDA,9,Config_3,Err_bl_rv,0.0,"(0, 0, 'BC')",BC
Vgg16,FDA,9,Config_3,Err_bl,7.4074074074074066,"(0, 0, 'BC')",BC
